#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_004567.2	2958086	2959753	-	1063983	-	lp_3324	YP_004890835.1	555	-	glycine betaine/carnitine/choline transport protein
chr	NC_004567.2	2960523	2962367	+	1063943	-	lp_3327	YP_004890836.1	614	-	cadmium-/zinc-/cobalt-transporting ATPase
chr	NC_004567.2	2962693	2963361	-	1063947	-	lp_3330	YP_004890837.1	222	-	hypothetical protein lp_3330
chr	NC_004567.2	2963938	2965323	+	1063942	ISP2_4	lp_3331	YP_004890838.1	461	-	transposase
chr	NC_004567.2	2965614	2966798	+	1063950	-	lp_3333	YP_004890840.1	394	-	hypothetical protein lp_3333
chr	NC_004567.2	2966962	2968653	-	1063932	adeC	lp_3334	YP_004890841.1	563	-	adenine deaminase
chr	NC_004567.2	2969281	2970381	+	1063938	glmS2	lp_3335	YP_004890842.1	366	-	glutamine-fructose-6-phosphate transaminase
chr	NC_004567.2	2970785	2972209	-	1063940	nha2	lp_3338	YP_004890845.1	474	-	Na(+)/H(+) antiporter
chr	NC_004567.2	2972646	2974028	-	1063941	-	lp_3339	YP_004890846.1	460	-	amino acid transport protein
chr	NC_004567.2	2974316	2975212	-	1063922	-	lp_3341	YP_004890847.1	298	-	cell surface hydrolase
chr	NC_004567.2	2975420	2975920	+	1063920	pgpA	lp_3342	YP_004890848.1	166	-	phosphatidylglycerophosphatase
chr	NC_004567.2	2976124	2976984	-	1063929	-	lp_3343	YP_004890849.1	286	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, TMR-like
chr	NC_004567.2	2976989	2977408	-	1063930	-	lp_3344	YP_004890850.1	139	-	MarR family transcriptional regulator
chr	NC_004567.2	2977579	2977983	-	1063912	spx4	lp_3345	YP_004890851.1	134	-	RNA polymerase (RNAP)-binding regulatory protein, arsenate reductase (ArsC) family, Spx subfamily
chr	NC_004567.2	2978191	2978565	-	1063919	-	lp_3346	YP_004890852.1	124	-	hypothetical protein lp_3346
chr	NC_004567.2	2978835	2979158	-	1063910	-	lp_3348	YP_004890853.1	107	-	hypothetical protein lp_3348
chr	NC_004567.2	2979248	2980348	-	1063921	mutY	lp_3349	YP_004890854.1	366	-	A/G-specific adenine glycosylase
chr	NC_004567.2	2980416	2980781	-	1063924	-	lp_3350	YP_004890855.1	121	-	hypothetical protein lp_3350
chr	NC_004567.2	2980816	2981322	-	1063893	-	lp_3351	YP_004890856.1	168	-	hypothetical protein lp_3351
chr	NC_004567.2	2981555	2981998	-	1063892	hsp3	lp_3352	YP_004890857.1	147	-	small heat shock protein
chr	NC_004567.2	2982094	2982450	-	1063905	-	lp_3353	YP_004890858.1	118	-	hypothetical protein lp_3353
chr	NC_004567.2	2982970	2983608	+	1063890	-	lp_3355	YP_004890859.1	212	-	short-chain dehydrogenase/oxidoreductase,atypical SDR family, subgroup 6
chr	NC_004567.2	2983935	2984393	+	1063908	-	lp_3356	YP_004890860.1	152	-	GNAT family acetyltransferase
chr	NC_004567.2	2984580	2985488	-	1063909	-	lp_3358	YP_004890861.1	302	-	drug/metabolite transport protein
chr	NC_004567.2	2985874	2986572	-	1063882	-	lp_3359	YP_004890862.1	232	-	membrane protein
chr	NC_004567.2	2986598	2987275	-	1063881	-	lp_3360	YP_004890863.1	225	-	membrane protein
chr	NC_004567.2	2987554	2988540	-	1063887	pva2	lp_3362	YP_004890864.1	328	-	penicillin V acylase family protein
chr	NC_004567.2	2988637	2990676	-	1063877	copB	lp_3363	YP_004890865.1	679	-	copper transporting ATPase
chr	NC_004567.2	2990996	2991424	-	1063891	copR	lp_3365	YP_004890866.1	142	-	transcription regulator of CopAB ATPases
chr	NC_004567.2	2991622	2991894	-	1063866	-	lp_3366	YP_004890867.1	90	-	hypothetical protein lp_3366
chr	NC_004567.2	2992024	2992440	+	1063865	-	lp_3367	YP_004890868.1	138	-	hypothetical protein lp_3367
chr	NC_004567.2	2994442	2994624	+	11933318	-	lp_3371	YP_004890871.1	60	-	hypothetical protein lp_3371
chr	NC_004567.2	2994676	2994969	+	11933319	-	lp_3372	YP_004890872.1	97	-	hypothetical protein lp_3372
chr	NC_004567.2	2995044	2995427	-	1063880	-	lp_3373	YP_004890873.1	127	-	hypothetical protein lp_3373
chr	NC_004567.2	2995476	2996849	-	1063852	-	lp_3374	YP_004890874.1	457	-	purine-cytosine transport protein
chr	NC_004567.2	2997296	2997622	-	1063858	-	lp_3375	YP_004890875.1	108	-	hypothetical protein lp_3375
chr	NC_004567.2	2998563	2998805	-	1063842	-	lp_3377	YP_004890876.1	80	-	prophage P3 protein 13
chr	NC_004567.2	2998911	2999324	-	1063863	-	lp_3378	YP_004890877.1	137	-	prophage P3 protein 12
chr	NC_004567.2	2999326	2999700	-	1063823	-	lp_3379	YP_004890878.1	124	-	prophage P3 protein 11, DNA replication
chr	NC_004567.2	2999780	2999956	-	1063841	-	lp_3380	YP_004890879.1	58	-	prophage P3 protein 10
chr	NC_004567.2	2999983	3000441	-	1063810	-	lp_3381	YP_004890880.1	152	-	prophage P3 protein 9
chr	NC_004567.2	3000950	3002452	-	1063844	-	lp_3382	YP_004890881.1	500	-	prophage P3 protein 8, DNA primase/helicase
chr	NC_004567.2	3002467	3003246	-	1063849	-	lp_3383	YP_004890882.1	259	-	prophage P3 protein 7, DNA replication
chr	NC_004567.2	3003259	3003480	-	1063804	-	lp_3384	YP_004890883.1	73	-	prophage P3 protein 6
chr	NC_004567.2	3003473	3003901	-	1063809	-	lp_3385	YP_004890884.1	142	-	prophage P3 protein 5
chr	NC_004567.2	3004213	3004479	-	1063801	-	lp_3387	YP_004890885.1	88	-	prophage P3 protein 4
chr	NC_004567.2	3004648	3005106	-	11933320	-	lp_3388a	YP_004890886.1	152	-	prophage P3 protein 3, phage-like repressor,C-term domain
chr	NC_004567.2	3005121	3005336	-	1063818	-	lp_3388	YP_004890887.1	71	-	prophage P3 protein 3, phage-like repressor,N-term domain
chr	NC_004567.2	3005701	3006081	+	1063819	-	lp_3389	YP_004890888.1	126	-	prophage P3 protein 2, CI-like repressor
chr	NC_004567.2	3006113	3007279	+	1063795	-	lp_3390	YP_004890889.1	388	-	prophage P3 protein 1, integrase
chr	NC_004567.2	3007513	3008736	+	1063791	-	lp_3392	YP_004890891.1	407	-	transport protein, major facilitator superfamily (MFS)
chr	NC_004567.2	3008907	3009845	-	1063802	-	lp_3393	YP_004890892.1	312	-	cell surface hydrolase, membrane-bound
chr	NC_004567.2	3009970	3010440	-	1063803	-	lp_3394	YP_004890893.1	156	-	hypothetical protein lp_3394
chr	NC_004567.2	3011531	3012004	+	1063790	-	lp_3397	YP_004890894.1	157	-	nucleoside 2-deoxyribosyltransferase
chr	NC_004567.2	3012092	3014704	-	1063784	pacL3	lp_3398	YP_004890895.1	870	-	cation transporting P-type ATPase
chr	NC_004567.2	3014946	3016496	+	1063794	cpdB	lp_3400	YP_004890896.1	516	-	bifunctional protein: 2\',3\'-cyclic-nucleotide 2\'-phosphodiesterase; 3\'-nucleotidase
chr	NC_004567.2	3016698	3017630	-	1063774	-	lp_3402	YP_004890897.1	310	-	transporter
chr	NC_004567.2	3017893	3018753	-	1063779	-	lp_3403	YP_004890898.1	286	-	2,5 diketo-D-gluconic acid-like reductase, NADP dependent (promiscuous)
chr	NC_004567.2	3018894	3019646	+	1063768	-	lp_3404	YP_004890899.1	250	-	membrane protein
chr	NC_004567.2	3019659	3020120	+	1063782	-	lp_3405	YP_004890900.1	153	-	membrane protein
chr	NC_004567.2	3021087	3021914	-	1063763	uppP	lp_3407	YP_004890902.1	275	-	undecaprenyl-diphosphatase
chr	NC_004567.2	3022062	3022580	-	1063770	-	lp_3408	YP_004890903.1	172	-	DNA/RNA unwinding protein
chr	NC_004567.2	3022582	3023154	-	1063762	-	lp_3409	YP_004890904.1	190	-	TetR family transcriptional regulator
chr	NC_004567.2	3023186	3023509	-	1063771	-	lp_3410	YP_004890905.1	107	-	membrane protein
chr	NC_004567.2	3023758	3024726	+	1063773	-	lp_3411	YP_004890906.1	322	-	extracellular protein
chr	NC_004567.2	3024823	3028233	-	1063750	-	lp_3412	YP_004890907.1	1136	-	cell surface protein, CscB family
chr	NC_004567.2	3028275	3029309	-	1063756	-	lp_3413	YP_004890908.1	344	-	cell surface protein precursor
chr	NC_004567.2	3029371	3030180	-	1063746	-	lp_3414	YP_004890909.1	269	-	cell surface protein, CscB family
chr	NC_004567.2	3030482	3031219	+	1063759	-	lp_3415	YP_004890910.1	245	-	AraC family transcriptional regulator
chr	NC_004567.2	3031701	3032204	-	1063761	-	lp_3416	YP_004890911.1	167	-	MarR family transcriptional regulator
chr	NC_004567.2	3032365	3033033	-	1063740	-	lp_3417	YP_004890912.1	222	-	TetR family transcriptional regulator
chr	NC_004567.2	3033341	3035002	+	1063745	pck	lp_3418	YP_004890913.1	553	-	phosphoenolpyruvate carboxykinase
chr	NC_004567.2	3035104	3035301	+	11933321	-	lp_3419	YP_004890914.1	65	-	hypothetical protein lp_3419
chr	NC_004567.2	3035468	3036877	+	1063739	gadB	lp_3420	YP_004890915.1	469	-	glutamate decarboxylase
chr	NC_004567.2	3037009	3038121	-	1063747	-	lp_3421	YP_004890916.1	370	-	extracellular protein,gamma-D-glutamate-meso-diaminopimelate muropeptidase
chr	NC_004567.2	3038402	3038746	-	1063749	-	lp_3422	YP_004890917.1	114	-	hypothetical protein lp_3422
chr	NC_004567.2	3038853	3039224	+	1063690	-	lp_3423	YP_004890918.1	123	-	hypothetical protein lp_3423
chr	NC_004567.2	3039554	3040147	-	1063737	-	lp_3425	YP_004890919.1	197	-	hypothetical protein lp_3425
chr	NC_004567.2	3040169	3040480	-	1063738	-	lp_3426	YP_004890920.1	103	-	hypothetical protein lp_3426
chr	NC_004567.2	3040494	3041351	-	1063678	-	lp_3427	YP_004890921.1	285	-	metal-dependent hydrolase, C-terminal domain
chr	NC_004567.2	3041222	3041494	-	1063676	-	lp_3427a	YP_004890922.1	90	-	metal-dependent hydrolase, N-terminal domain
chr	NC_004567.2	3041614	3042192	+	1063685	-	lp_3429	YP_004890923.1	192	-	TetR family transcriptional regulator
chr	NC_004567.2	3042353	3043306	+	1063674	-	lp_3430	YP_004890924.1	317	-	peroxidase
chr	NC_004567.2	3043574	3044287	+	1063688	ubiE	lp_3431	YP_004890925.1	237	-	menaquinone/ubiquinone biosynthesis methyltransferase
chr	NC_004567.2	3044288	3044983	+	1063689	-	lp_3432	YP_004890926.1	231	-	S-adenosyl-L-methionine binding protein
chr	NC_004567.2	3045081	3046052	-	1063665	-	lp_3433	YP_004890927.1	323	-	endoglucanase E-like protein, SGNH hydrolase family
chr	NC_004567.2	3047002	3048906	+	1063672	cadA	lp_3435	YP_004890928.1	634	-	cadmium transporting P-type ATPase
chr	NC_004567.2	3049060	3049812	-	1063598	glpF5	lp_3436	YP_004890929.1	250	-	glycerol uptake facilitator protein
chr	NC_004567.2	3050197	3050517	+	1063675	trxA3	lp_3437	YP_004890930.1	106	-	thioredoxin
chr	NC_004567.2	3050541	3050810	+	1063586	-	lp_3438	YP_004890931.1	89	-	hypothetical protein lp_3438
chr	NC_004567.2	3050910	3051113	-	11933322	-	lp_3440	YP_004890932.1	67	-	hypothetical protein lp_3440
chr	NC_004567.2	3051242	3051796	-	1063594	dps2	lp_3441	YP_004890933.1	184	-	DNA-binding ferritin-like protein, DPS family
chr	NC_004567.2	3051809	3052033	-	1063581	-	lp_3442	YP_004890934.1	74	-	heavy metal binding protein
chr	NC_004567.2	3052231	3052896	+	1063595	-	lp_3444	YP_004890935.1	221	-	Crp family transcriptional regulator
chr	NC_004567.2	3053205	3055121	+	1063596	pepO	lp_3445	YP_004890936.1	638	-	endopeptidase PepO
chr	NC_004567.2	3056234	3056707	+	1063545	-	lp_3448	YP_004890937.1	157	-	GNAT family acetyltransferase
chr	NC_004567.2	3056766	3058118	-	1063541	nox5	lp_3449	YP_004890938.1	450	-	NADH oxidase
chr	NC_004567.2	3058435	3060585	-	1063568	-	lp_3450	YP_004890939.1	716	-	cell surface protein, CscC family
chr	NC_004567.2	3060607	3061620	-	1063538	-	lp_3451	YP_004890940.1	337	-	cell surface protein precursor
chr	NC_004567.2	3061718	3062410	-	1063572	-	lp_3452	YP_004890941.1	230	-	cell surface protein, CscB family
chr	NC_004567.2	3062448	3063020	-	1063573	-	lp_3453	YP_004890942.1	190	-	cell surface protein, CscB family
chr	NC_004567.2	3063017	3063295	-	1063525	-	lp_3454	YP_004890943.1	92	-	cell surface protein (putative)
chr	NC_004567.2	3063957	3064544	+	1063518	-	lp_3458	YP_004890944.1	195	-	cell surface protein precursor, CscD family,LPXTG-motif cell wall anchor
chr	NC_004567.2	3064670	3064969	-	1063533	-	lp_3459	YP_004890945.1	99	-	hypothetical protein lp_3459
chr	NC_004567.2	3064971	3066308	-	1063511	-	lp_3460	YP_004890946.1	445	-	hypothetical protein lp_3460
chr	NC_004567.2	3066326	3067519	-	1063539	-	lp_3461	YP_004890947.1	397	-	MoxR family ATPase
chr	NC_004567.2	3067905	3068555	+	1063489	glpF6	lp_3463	YP_004890948.1	216	-	glycerol uptake facilitator protein
chr	NC_004567.2	3068766	3070502	-	1063483	ubiB	lp_3464	YP_004890949.1	578	-	ubiquinone biosynthesis protein, ABC1 family
chr	NC_004567.2	3070998	3072389	+	1063509	ileT	lp_3466	YP_004890950.1	463	-	branched-chain amino acid (main:Isoleucine) transporter, LIVCS family
chr	NC_004567.2	3072533	3074479	-	1063466	lacS	lp_3468	YP_004890951.1	648	-	PTS regulated carbohydrate transporter, GPH family, lactose (can switch between symport (H+) and antiport (galactose))
chr	NC_004567.2	3074498	3076549	-	1063513	lacA	lp_3469	YP_004890952.1	683	-	beta-galactosidase I
chr	NC_004567.2	3076796	3077806	+	1063444	lacR	lp_3470	YP_004890953.1	336	-	transcription regulator. LacI family, lactose related
chr	NC_004567.2	3077901	3079859	-	1063443	ram1	lp_3471	YP_004890954.1	652	-	alpha-L-rhamnosidase
chr	NC_004567.2	3079936	3081216	-	1063465	ramP1	lp_3472	YP_004890955.1	426	-	disaccharride transporter, major facilitator super family (MFS)
chr	NC_004567.2	3081231	3082808	-	1063440	ram2	lp_3473	YP_004890956.1	525	-	alpha-L-rhamnosidase
chr	NC_004567.2	3082838	3084115	-	1063473	ramP2	lp_3474	YP_004890957.1	425	-	disaccharride transporter, major facilitator super family (MFS)
chr	NC_004567.2	3084249	3085235	+	1063419	ramR	lp_3476	YP_004890958.1	328	-	AraC family transcriptional regulator
chr	NC_004567.2	3085369	3085968	-	1063402	fic	lp_3477	YP_004890959.1	199	-	cell filamentation protein Fic
chr	NC_004567.2	3085965	3086552	-	1063426	-	lp_3478	YP_004890960.1	195	-	Xre family transcriptional regulator
chr	NC_004567.2	3086650	3087657	-	1063393	galR	lp_3479	YP_004890961.1	335	-	transcription regulator. LacI family, galactose related
chr	NC_004567.2	3087795	3089258	-	1063432	galT	lp_3480	YP_004890962.1	487	-	UTP-galactose-1-P uridylyltransferase
chr	NC_004567.2	3089258	3090262	-	1063383	galE2	lp_3481	YP_004890963.1	334	-	UDP-glucose 4-epimerase
chr	NC_004567.2	3090327	3091490	-	1063392	galK	lp_3482	YP_004890964.1	387	-	galactokinase
chr	NC_004567.2	3091774	3093654	+	1063381	lacL	lp_3483	YP_004890965.1	626	-	beta-galactosidase, large subunit
chr	NC_004567.2	3093638	3094597	+	1063396	lacM	lp_3484	YP_004890966.1	319	-	beta-galactosidase, small subunit
chr	NC_004567.2	3094697	3096913	-	1063346	melA	lp_3485	YP_004890967.1	738	-	alpha-galactosidase
chr	NC_004567.2	3097010	3098968	-	1063359	rafP	lp_3486	YP_004890968.1	652	-	PTS regulated carbohydrate transporter, GPH family, raffinose/melibiose/galactose (can switch between symport (H+) and antiport (lactose))
chr	NC_004567.2	3099296	3100330	-	1063340	galM3	lp_3487	YP_004890969.1	344	-	aldose 1-epimerase
chr	NC_004567.2	3100453	3101448	-	1063374	rafR	lp_3488	YP_004890970.1	331	-	transcription regulator. LacI family, raffinose related
chr	NC_004567.2	3101775	3102797	-	1063008	-	lp_3489	YP_004890971.1	340	-	aldo/keto reductase family protein
chr	NC_004567.2	3102983	3103351	+	1063324	-	lp_3490	YP_004890972.1	122	-	FMN-binding protein
chr	NC_004567.2	3103416	3105707	-	1063007	-	lp_3491	YP_004890973.1	763	-	fumarate reductase, flavoprotein subunit
chr	NC_004567.2	3105700	3106656	-	1063338	apbE3	lp_3492	YP_004890974.1	318	-	thiamin biosynthesis lipoprotein ApbE
chr	NC_004567.2	3106690	3107448	-	1062990	aroC2	lp_3493	YP_004890975.1	252	-	3-dehydroquinate dehydratase
chr	NC_004567.2	3107472	3108356	-	1062996	aroD2	lp_3494	YP_004890976.1	294	-	shikimate 5-dehydrogenase
chr	NC_004567.2	3108495	3109424	+	1062880	-	lp_3495	YP_004890977.1	309	-	LysR family transcriptional regulator
chr	NC_004567.2	3109402	3111072	-	1063004	ISP2_5	lp_3496	YP_004890978.1	556	-	transposase
chr	NC_004567.2	3111229	3112470	-	1062842	-	lp_3497	YP_004890979.1	413	-	shikimate transport protein
chr	NC_004567.2	3112472	3113356	-	1062871	aroD3	lp_3498	YP_004890980.1	294	-	shikimate 5-dehydrogenase
chr	NC_004567.2	3113374	3114258	-	1062836	aroD4	lp_3499	YP_004890981.1	294	-	shikimate 5-dehydrogenase
chr	NC_004567.2	3114346	3115185	-	1062911	-	lp_3500	YP_004890982.1	279	-	short-chain dehydrogenase
chr	NC_004567.2	3115213	3116064	-	1062929	-	lp_3501	YP_004890983.1	283	-	sugar phosphate isomerase/epimerase
chr	NC_004567.2	3116288	3117193	+	1062786	-	lp_3502	YP_004890984.1	301	-	LysR family transcriptional regulator
chr	NC_004567.2	3117491	3118684	+	1062785	-	lp_3503	YP_004890985.1	397	-	shikimate transport protein
chr	NC_004567.2	3118807	3119178	-	1062834	-	lp_3504	YP_004890986.1	123	-	membrane protein
chr	NC_004567.2	3119171	3119962	-	1062690	estA	lp_3505	YP_004890987.1	263	-	acetyl esterase (promiscuous)
chr	NC_004567.2	3119992	3120723	-	1062838	-	lp_3506	YP_004890988.1	243	-	GntR family transcriptional regulator
chr	NC_004567.2	3120944	3122281	+	1062841	pts29C	lp_3507	YP_004890989.1	445	-	PTS system, cellobiose-specific EIIC component
chr	NC_004567.2	3122438	3123388	+	1062586	-	lp_3508	YP_004890990.1	316	-	N-acetylmuramic acid 6-phosphate etherase
chr	NC_004567.2	3123400	3124308	+	1062537	-	lp_3509	YP_004890991.1	302	-	N-acetylglucosamine kinase
chr	NC_004567.2	3124305	3125393	+	1062649	-	lp_3510	YP_004890992.1	362	-	PTS-associated protein
chr	NC_004567.2	3125615	3127075	-	1062585	pbg8	lp_3512	YP_004890993.1	486	-	6-phospho-beta-glucosidase
chr	NC_004567.2	3127068	3128942	-	1062724	pts30BCA	lp_3513	YP_004890994.1	624	-	PTS system, beta-glucosides-specific EIIBCA component
chr	NC_004567.2	3129067	3129912	-	1062503	bglG4	lp_3514	YP_004890995.1	281	-	transcription antiterminator, BlgB family
chr	NC_004567.2	3130159	3131907	-	1062500	-	lp_3516	YP_004890996.1	582	-	transcription regulator and PTS system, EIIA component
chr	NC_004567.2	3131911	3133074	-	1062510	cblA3	lp_3517	YP_004890997.1	387	-	cystathionine beta-lyase
chr	NC_004567.2	3133166	3134623	-	1062470	pts31BC	lp_3518	YP_004890998.1	485	-	PTS system fructose-specific EIIBC component
chr	NC_004567.2	3134642	3135085	-	1062513	pts31A	lp_3519	YP_004890999.1	147	-	PTS system fructose-specific EIIA component
chr	NC_004567.2	3135461	3135943	-	1062421	pts32A	lp_3520	YP_004891000.1	160	-	PTS system glucose-specific transporter subunit IICBA
chr	NC_004567.2	3135956	3136804	-	1062463	-	lp_3521	YP_004891001.1	282	-	RpiR family transcriptional regulator
chr	NC_004567.2	3136842	3138338	-	1062418	pts32BC	lp_3522	YP_004891002.1	498	-	PTS system sucrose-specific transporter subunit IIBC
chr	NC_004567.2	3138353	3139243	-	1062492	-	lp_3523	YP_004891003.1	296	-	N-acetylmuramic acid 6-phosphate etherase
chr	NC_004567.2	3139240	3140295	-	1062384	-	lp_3524	YP_004891004.1	351	-	PTS-associated protein
chr	NC_004567.2	3140480	3141922	-	1062372	pbg9	lp_3525	YP_004891005.1	480	-	6-phospho-beta-glucosidase
chr	NC_004567.2	3142011	3143474	-	1062409	pbg10	lp_3526	YP_004891006.1	487	-	6-phospho-beta-glucosidase
chr	NC_004567.2	3143494	3145494	-	1062410	pts33BCA	lp_3527	YP_004891007.1	666	-	PTS system beta-glucoside-specific transporter subunit IIBCA
chr	NC_004567.2	3145662	3146510	-	1062263	bglG5	lp_3529	YP_004891008.1	282	-	transcription antiterminator, BlgB family
chr	NC_004567.2	3146732	3148936	-	1062259	treP	lp_3530	YP_004891009.1	734	-	trehalose phosphorylase
chr	NC_004567.2	3149184	3150161	-	1062308	-	lp_3531	YP_004891010.1	325	-	LacI family transcriptional regulator
chr	NC_004567.2	3150331	3151752	+	1062257	-	lp_3533	YP_004891011.1	473	-	carbohydrate symporter, GPH family,maltose-isomaltose (or trehalose), not sucrose
chr	NC_004567.2	3151783	3154083	+	1062377	agl	lp_3534	YP_004891012.1	766	-	alpha-glucosidase
chr	NC_004567.2	3154175	3154411	-	11933323	-	lp_3535	YP_004891013.1	78	-	hypothetical protein lp_3535
chr	NC_004567.2	3154512	3155486	-	1062382	bsh1	lp_3536	YP_004891014.1	324	-	choloylglycine hydrolase
chr	NC_004567.2	3155694	3156509	-	1061922	-	lp_3537	YP_004891015.1	271	-	hydrolase, HAD superfamily, Cof family
chr	NC_004567.2	3156582	3158579	-	1062256	tkt4	lp_3538	YP_004891016.1	665	-	transketolase
chr	NC_004567.2	3158609	3159262	-	1061929	tal2	lp_3539	YP_004891017.1	217	-	transaldolase
chr	NC_004567.2	3159329	3160699	-	1062258	-	lp_3540	YP_004891018.1	456	-	PTS system, ascorbate-specific EIIC component
chr	NC_004567.2	3160723	3161019	-	1061936	pts34B	lp_3541	YP_004891019.1	98	-	PTS system, lactose/cellobiose-specific EIIB component
chr	NC_004567.2	3161032	3161490	-	1061937	pts34A	lp_3542	YP_004891020.1	152	-	PTS system, mannitol-specific EIIA component
chr	NC_004567.2	3161661	3163712	+	1061931	-	lp_3543	YP_004891021.1	683	-	bifunctional protein: transcription regulator; PTS system, mannitol(cryptic)-specific EIIA component
chr	NC_004567.2	3163852	3164475	-	1061939	gph3	lp_3544	YP_004891022.1	207	-	phosphohydrolase, possibly 2-phosphoglycolate phosphohydrolase or inorganic pyrophosphatase
chr	NC_004567.2	3164581	3165639	-	1061927	-	lp_3545	YP_004891023.1	352	-	D-arabitol-phosphate dehydrogenase
